provincia,partido,localidad,link_indec,otros,"0,5_mbps",1_mbps,2_mbps,3_mbps,5_mbps,6_mbps,8_mbps,10_mbps,15_mbps,20_mbps,30_mbps,50_mbps,100_mbps
JUJUY,Ledesma,Yuto,38035110,1,0,0,34,88,49,0,0,6,0,0,0,0,0
JUJUY,OTROS,Otros,Sin Datos,1356,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,Palpalá,Carahunco,38042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,Palpalá,Centro Forestal,38042020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1,1,0,0,0,0,0,0,56,0,1583,0,2945,0
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JUJUY,Rinconada,Liviara,38049020,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Rinconada,Loma Blanca,38049025,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0,1,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Rinconada,Rinconada,38049040,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JUJUY,San Antonio,Los Alisos,38056017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,San Antonio,San Antonio,38056030,0,0,0,0,42,55,0,0,33,0,0,0,0,0
JUJUY,San Pedro,Don Emilio,38063030,0,0,0,2,0,36,0,0,0,0,0,0,0,0
JUJUY,San Pedro,La Esperanza,38063070,0,1,0,0,15,0,0,0,0,0,0,0,0,0
JUJUY,San Pedro,La Mendieta,38063090,0,0,0,110,38,94,0,0,0,0,0,0,0,0
JUJUY,San Pedro,Rosario de Río Grande,38063150,0,0,0,11,6,39,0,0,1,0,0,0,0,0
JUJUY,San Pedro,San Lucas,38063170,0,0,0,0,8,0,0,0,2,0,0,0,0,0
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,17,0,224,680,706,358,682,826,1023,52,451,67,0,0
JUJUY,SANTA BARBARA,El Fuerte,38070010,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,SANTA BARBARA,El Piquete,38070020,0,0,2,0,8,0,1,0,53,1,5,0,0,0
JUJUY,SANTA BARBARA,El Talar,38070030,0,1,0,0,38,8,0,0,0,0,0,0,0,0
JUJUY,SANTA BARBARA,Otros,Sin Datos,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,SANTA BARBARA,Palma Sola,38070040,0,0,21,67,11,17,0,0,0,0,0,0,0,0
JUJUY,SANTA BARBARA,Santa Clara,38070060,0,1,1,0,15,20,4,0,71,2,1,0,0,0
JUJUY,SANTA BARBARA,Vinalito,38070070,0,0,0,0,0,4,0,0,0,0,0,0,0,0
JUJUY,Santa Catalina,Casira,38077010,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Misarrumi,38077060,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Santa Catalina,38077100,1,0,0,0,0,0,0,0,0,0,5,0,0,0
JUJUY,Susques,Catua,38084010,0,0,0,0,0,0,0,0,70,0,0,0,0,0
JUJUY,Susques,Coranzuli,38084020,0,0,0,0,0,0,0,0,55,0,5,0,0,0
JUJUY,Susques,El Toro,38084030,0,0,0,0,0,0,0,0,20,0,0,0,0,0
JUJUY,Susques,Huáncar,38084040,0,0,0,0,0,0,0,0,22,0,5,0,0,0
JUJUY,Susques,Jama,38084045,0,0,0,0,0,0,0,0,11,0,0,0,0,0
JUJUY,Susques,Mina Providencia,38084050,0,0,0,0,0,0,0,0,5,0,0,0,0,0
JUJUY,Susques,Olacapato,38084055,0,0,0,0,0,0,0,0,9,0,0,0,0,0
JUJUY,Susques,Olaroz Chico,38084060,0,0,0,0,0,0,0,0,30,1,0,1,0,0
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,0,0,0,0,0,17,0,5,0,0,0
JUJUY,Susques,Puesto Sey,38084080,0,0,0,0,0,0,0,0,15,0,5,0,0,0
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,0,0,0,5,0,0,12,0,0,0,0,0
JUJUY,Susques,Susques,38084100,12,3,0,2,0,3,3,0,309,1,5,1,0,0
JUJUY,Tilcara,Huacalera,38094020,0,0,0,0,0,5,0,0,56,0,0,0,0,0
JUJUY,Tilcara,Maimará,38094040,0,2,0,0,0,5,36,31,18,0,0,0,0,0
JUJUY,Tilcara,Tilcara,38094050,0,1,0,0,0,1,106,83,8,0,0,0,0,0
JUJUY,Tumbaya,Bárcena,38098010,0,0,0,0,0,0,0,0,111,0,0,0,0,0
JUJUY,Tumbaya,El Moreno,38098020,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JUJUY,Tumbaya,Purmamarca,38098030,0,0,0,1,0,0,11,0,56,3,1,0,0,0
JUJUY,Tumbaya,Tumbaya,38098040,0,0,0,0,0,0,0,0,342,0,0,0,0,1
JUJUY,Tumbaya,Volcán,38098050,0,0,0,0,0,0,19,6,0,0,0,0,0,0
JUJUY,Valle Grande,Santa Ana,38105040,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JUJUY,Yavi,Barrios,38112010,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Yavi,Cangrejillos,38112020,1,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Yavi,La Intermedia,38112040,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Yavi,La Quiaca,38112050,0,0,342,0,0,0,320,0,2,0,76,1,0,0
JUJUY,Yavi,Pumahuasi,38112070,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JUJUY,Yavi,Yavi Chico,38112090,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LA PAMPA,Atreucó,Doblas,42007010,1,0,0,222,0,0,93,0,15,10,0,0,0,0
LA PAMPA,Atreucó,Macachín,42007020,3,0,0,0,0,0,0,0,9,0,0,0,239,2
LA PAMPA,Atreucó,Miguel Riglos,42007030,3,0,0,0,0,0,0,0,0,0,0,0,110,0
LA PAMPA,Atreucó,Rolón,42007040,0,0,0,0,0,0,0,0,82,0,0,0,0,0
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0,0,0,0,0,0,0,0,5,0,0,0,0,0
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Caleu Caleu,La Adela,42014020,2,0,0,0,0,20,376,0,524,11,6,0,1,0
LA PAMPA,Capital,Anguil,42021010,67,0,0,68,78,12,124,0,89,0,0,0,88,163
LA PAMPA,Capital,Santa Rosa,42021020,9,0,43,1,230,0,14510,419,2999,1882,2920,3000,19132,5089
LA PAMPA,Catriló,Catriló,42028010,330,0,1,0,0,0,86,57,173,46,90,126,224,23
LA PAMPA,Catriló,La Gloria,42028020,24,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Catriló,Lonquimay,42028030,72,0,0,173,65,14,0,0,0,0,0,0,0,0
LA PAMPA,Catriló,Uriburu,42028040,97,0,0,42,24,10,0,0,115,0,0,0,0,0
LA PAMPA,Chalileo,Santa Isabel,42049010,1,0,0,40,0,0,195,0,0,487,0,0,0,0
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,2,0,0,0,0,0,538,0,22,0,11,0,0,0
LA PAMPA,Chapaleufú,Ceballos,42056020,1,0,0,0,70,0,14,0,6,0,1,0,0,0
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0,0,47,18,60,0,74,0,15,22,15,0,0,0
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,4,0,0,0,882,0,19,26,253,51,207,2,1,0
LA PAMPA,Chapaleufú,Sarah,42056050,0,0,0,0,0,0,15,0,1,0,0,0,0,0
LA PAMPA,Chapaleufú,Vértiz,42056060,0,0,0,0,0,107,0,0,0,0,0,0,0,0
LA PAMPA,Chical Co,La Humada,42063020,0,0,0,0,0,0,33,0,0,0,0,0,0,0
LA PAMPA,Conhelo,Conhelo,42035010,0,0,0,0,46,0,0,0,0,0,0,0,0,0
LA PAMPA,Conhelo,Eduardo Castex,42035020,638,0,212,90,196,86,134,35,775,151,41,35,24,0
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0,0,0,0,0,0,30,0,0,0,0,0,0,0
LA PAMPA,Conhelo,Monte Nievas,42035040,0,0,0,0,45,0,0,0,0,0,0,0,0,0
LA PAMPA,Conhelo,Rucanelo,42035050,1,0,0,0,26,0,0,0,0,0,0,0,0,0
LA PAMPA,Conhelo,Winifreda,42035060,2,0,0,0,0,310,0,0,385,0,0,0,0,0
LA PAMPA,Curacó,Gobernador Duval,42042010,0,0,0,0,0,0,38,0,0,0,0,0,0,0
LA PAMPA,Curacó,Puelches,42042020,0,0,0,0,0,0,50,0,0,0,0,0,0,0
LA PAMPA,Guatraché,Alpachiri,42070010,2,0,0,0,0,0,0,0,0,0,0,0,631,0
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Guatraché,Guatraché,42070030,2,0,0,0,0,0,0,0,0,0,0,0,270,0
LA PAMPA,Guatraché,Perú,42070040,0,0,0,0,0,0,10,0,14,15,6,0,0,0
LA PAMPA,Guatraché,Santa Teresa,42070050,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Hucal,Abramo,42077010,1,0,0,0,43,0,17,0,9,0,0,0,0,0
LA PAMPA,Hucal,Bernasconi,42077020,1,0,0,0,341,0,208,0,155,0,15,0,1,0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,1,0,0,0,690,62,0,0,11,0,0,0,0,0
LA PAMPA,Hucal,Jacinto Arauz,42077050,5,1,0,631,52,21,0,0,0,0,0,0,0,0
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Limay Mahuida,La Reforma,42091010,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0,0,1,0,0,0,6,0,0,0,0,0,0,0
LA PAMPA,Loventué,Carro Quemado,42098010,1,0,0,0,20,0,30,0,0,0,0,0,0,0
LA PAMPA,Loventué,Loventué,42098020,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Loventué,Luan Toro,42098030,0,0,0,0,21,0,46,0,0,0,0,0,0,0
LA PAMPA,Loventué,Telén,42098040,1,0,0,0,50,0,148,0,0,0,0,0,0,0
LA PAMPA,Loventué,Victorica,42098050,2,0,0,0,192,0,290,0,0,0,0,0,0,0
LA PAMPA,Maracó,Agustoni,42105010,0,0,0,0,29,0,0,0,0,0,0,0,0,0
LA PAMPA,Maracó,Dorila,42105020,1,0,0,0,0,53,0,0,0,0,0,0,0,0
LA PAMPA,Maracó,General Pico,42105030,10,2,1,0,1,0,5315,841,6016,376,3432,3,0,0
LA PAMPA,Maracó,Speluzzi,42105040,1,0,0,0,0,41,0,0,0,0,0,0,0,0
LA PAMPA,OTROS,Otros,Sin Datos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Puelén,25 de Mayo,42112020,18,0,0,482,264,151,0,0,1216,0,0,0,0,0
LA PAMPA,Puelén,Casa De Piedra,42112005,2,0,0,0,0,0,25,0,2,0,0,0,0,0
LA PAMPA,Puelén,Puelén,42112010,0,0,0,0,0,0,61,0,0,68,0,0,0,0
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0,0,0,0,50,0,559,0,5,0,0,0,0,0
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,106,0,0,0,0,0,0,0,0,0,103,12,2,0
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,115,0,0,0,0,120,23,0,2,0,957,60,22,0
LA PAMPA,Quemú Quemú,Relmo,42119050,26,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0,0,0,0,0,25,133,3,1,3,0,0,0,0
LA PAMPA,Rancul,Caleufú,42126010,2,0,0,0,541,0,0,0,68,0,0,0,0,0
LA PAMPA,Rancul,La Maruja,42126030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Rancul,Parera,42126040,3,0,70,145,156,6,222,0,13,67,27,0,0,1
LA PAMPA,Rancul,Quetrequén,42126060,1,0,11,12,22,0,83,0,0,21,4,0,0,0
LA PAMPA,Rancul,Rancul,42126070,3,1,258,165,323,89,0,4,20,3,4,2,0,0
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0,0,0,0,7,0,30,0,3,6,7,0,0,1
LA PAMPA,Realicó,Alta Italia,42133020,13,0,0,0,0,389,0,52,9,0,0,0,0,0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,2,0,10,2,12,0,48,0,3,17,12,0,0,0
LA PAMPA,Realicó,Embajador Martini,42133040,1,0,173,0,262,0,100,0,2,13,0,0,0,0
LA PAMPA,Realicó,Falucho,42133050,0,0,22,2,24,0,9,0,7,14,6,0,0,0
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,1,0,313,0,726,187,407,0,21,0,0,3,0,0
LA PAMPA,Realicó,Ojeda,42133070,0,0,0,0,0,0,5,0,0,0,0,0,0,0
LA PAMPA,Realicó,Realicó,42133080,1,0,44,39,442,313,842,39,158,797,397,0,0,30
LA PAMPA,Toay,Toay,42140020,2,0,4,0,64,0,1537,62,515,388,436,455,2733,554
LA PAMPA,Trenel,Arata,42147010,1,0,24,115,0,0,0,0,0,0,0,0,0,0
LA PAMPA,Trenel,Metileo,42147020,0,0,0,0,0,60,0,0,0,0,0,0,0,0
LA PAMPA,Trenel,Trenel,42147030,1,1,0,0,0,122,0,4,0,75,1197,0,0,0
LA PAMPA,Utracán,Ataliva Roca,42154010,2,0,0,0,8,0,61,0,23,47,0,0,0,0
LA PAMPA,Utracán,Chacharramendi,42154020,0,1,0,0,0,0,16,0,1,0,0,0,0,0
LA PAMPA,Utracán,Colonia Santa María,42154030,1,0,0,0,0,0,0,0,153,2,8,0,0,0
LA PAMPA,Utracán,General Acha,42154040,4,0,41,65,52,0,2921,20,988,508,202,94,0,0
LA PAMPA,Utracán,Quehué,42154050,1,0,0,0,0,0,0,0,270,14,14,0,0,0
LA PAMPA,Utracán,Unanué,42154060,1,0,0,0,0,0,10,0,42,8,0,0,0,0
LA RIOJA,Arauco,Aimogasta,46007010,0,0,0,0,7,0,50,0,99,1,89,485,5,0
LA RIOJA,Arauco,Estación Mazán,46007040,0,1,0,0,0,0,0,0,0,0,8,0,0,0
LA RIOJA,Arauco,Villa Mazán,46007050,0,0,0,0,0,0,0,0,0,0,49,0,0,0
LA RIOJA,Capital,La Rioja,46014010,13,1,199,8,248,23,502,0,1050,262,4484,334,36562,9612
LA RIOJA,Castro Barros,Aminga,46021010,0,0,0,0,0,0,3,0,0,0,7,1,0,0
LA RIOJA,Castro Barros,Anillaco,46021020,0,0,0,0,0,0,10,0,0,0,0,7,3,0
LA RIOJA,Castro Barros,Anjullón,46021030,0,0,0,0,0,0,0,0,0,0,67,0,0,0
LA RIOJA,Castro Barros,Chuquis,46021040,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LA RIOJA,Castro Barros,Los Molinos,46021050,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LA RIOJA,Castro Barros,Pinchas,46021060,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LA RIOJA,Castro Barros,San Pedro,46021070,0,0,0,0,0,0,1,0,0,0,2,0,0,0
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Chamical,Chamical,46035010,0,0,3,0,14,0,51,0,79,0,235,651,5,0
LA RIOJA,Chilecito,Chilecito,46042010,1,0,198,0,28,0,60,0,177,15,1165,1168,291,1862
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0,0,1,0,0,0,0,0,0,0,43,27,0,0
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Chilecito,La Puntilla,46042030,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LA RIOJA,Chilecito,Los Sarmientos,46042030,0,0,0,0,0,0,0,0,0,0,39,43,1,0
LA RIOJA,Chilecito,Malligasta,46042070,0,0,0,0,0,0,1,0,0,0,103,0,0,0
LA RIOJA,Chilecito,Nonogasta,46042090,0,1,0,0,0,0,9,0,37,4,179,139,1,0
LA RIOJA,Chilecito,San Miguel,46042030,0,0,0,0,0,0,0,0,0,0,18,13,0,0
LA RIOJA,Chilecito,San Nicolás,46042100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Chilecito,Santa Florentina,46042110,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LA RIOJA,Chilecito,Sañogasta,46042120,0,0,0,0,0,0,0,0,0,0,112,0,0,0
LA RIOJA,Chilecito,Tilimuqui,46042130,0,0,0,0,0,0,5,0,0,0,0,0,0,0
LA RIOJA,Chilecito,Vichigasta,46042140,1,0,0,0,0,0,5,0,25,5,78,0,0,0
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,0,0,0,0,0,0,1,0,0,0,34,0,0,0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0,0,0,0,0,0,0,0,0,0,41,0,0,0
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,0,0,0,0,0,0,4,0,0,0,215,171,3,0
LA RIOJA,Famatina,Angulos,46049020,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LA RIOJA,Famatina,Campanas,46049050,0,0,0,0,0,0,0,0,0,0,104,0,0,0
LA RIOJA,Famatina,Chañarmuyo,46049060,0,0,0,0,0,0,0,0,0,0,27,0,0,0
LA RIOJA,Famatina,Famatina,46049070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Famatina,La Cuadra,46049080,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LA RIOJA,Famatina,Pituil,46049090,0,0,0,0,0,0,0,0,0,0,105,0,0,0
LA RIOJA,Famatina,Santa Cruz,46049110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0,0,0,0,0,0,0,0,0,0,30,0,0,0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,0,0,0,0,0,0,5,0,1,0,37,0,0,0
LA RIOJA,General Belgrano,Chañar,46063020,0,0,0,0,0,0,1,0,2,0,21,0,0,0
LA RIOJA,General Belgrano,Loma Blanca,46063030,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,General Belgrano,Olta,46063040,0,0,0,0,0,0,1,0,1,0,109,221,3,0
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0,0,0,0,0,0,0,0,0,0,194,0,0,0
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,0,0,1,0,0,0,2,0,0,0,0,0,0,0
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0,0,0,0,0,0,0,0,0,0,151,0,0,0
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0,0,0,0,0,0,0,0,0,0,126,0,0,0
LA RIOJA,General Ocampo,Ambil,46084010,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,General Ocampo,Milagro,46084030,0,0,0,0,0,0,0,0,0,0,2,174,5,0
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,0,1,0,0,0,0,0,0,0,0,2,35,0,0
LA RIOJA,General San Martín,Ulapes,46091010,0,0,0,0,0,0,10,0,0,0,0,8,3,0
LA RIOJA,Independencia,Amaná,46105010,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Independencia,Otros,Sin Datos,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Independencia,Patquía,46105020,0,0,0,0,4,0,4,0,8,0,183,0,0,0
LA RIOJA,OTROS,Otros,Sin Datos,-15,0,0,0,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,0,0,1,0,99,157,1,85,2,0,238,865,4,0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,0,0,1,0,0,0,0,0,0,0,49,0,0,0
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0,0,0,0,0,0,0,0,0,0,30,0,0,0
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,0,0,0,0,0,0,0,0,0,0,14,0,0,0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,0,0,0,0,0,0,0,0,0,0,26,0,0,0
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,0,0,0,0,0,0,0,0,0,0,22,0,0,0
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,0,0,0,0,0,0,0,0,0,0,42,0,0,0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,0,0,0,0,0,0,0,0,0,0,49,0,0,0
LA RIOJA,San Blas de los Sauces,San Blas,46119010,0,0,0,0,0,0,0,0,0,0,18,0,0,0
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0,0,0,0,0,0,0,0,0,0,44,0,0,0
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,0,0,1,0,4,0,0,0,0,0,255,161,48,0
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,0,0,0,0,0,0,3,0,0,0,159,0,0,0
MENDOZA,Capital,Mendoza,50007010,98,28,61,185,1119,363,1968,601,210,6053,3750,15756,64518,9100
MENDOZA,General Alvear,Bowen,50014010,15,0,0,0,20,1,10,0,14,9,0,42,1,0
MENDOZA,General Alvear,Carmensa,50014020,0,0,0,0,20,0,8,0,4,0,0,0,0,0
MENDOZA,General Alvear,General Alvear,50014030,0,0,52,4,1020,28,638,282,1949,882,453,1785,641,395
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,0,0,0,0,0,0,0,0,0,0,0,94,0,178
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,5,12,10,0,93,0,888,1224,12,1600,252,5110,18944,8447
MENDOZA,Godoy Cruz,Las Tortugas,50021010,0,0,0,0,0,0,0,0,0,0,0,143,0,291
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,0,0,0,0,0,0,0,0,9,0,0,40,0,83
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,0,0,0,0,0,0,0,0,0,0,0,3,0,2
MENDOZA,Guaymallén,Bermejo,50028030,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MENDOZA,Guaymallén,Colonia Segovia,50028010,0,0,0,0,114,0,21,0,7,0,0,0,30,45
MENDOZA,Guaymallén,Dorrego,50028030,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MENDOZA,Guaymallén,Guaymallén,50028020,1,12,15,6,79,0,1292,1700,10,1531,91,1869,21375,8043
MENDOZA,Guaymallén,Jesus Nazareno,50028050,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MENDOZA,Guaymallén,La Primavera,50028030,15,0,0,0,9,0,0,0,0,0,0,0,0,0
MENDOZA,Guaymallén,Los Corralitos,50028040,29,1,0,0,20,0,0,16,0,48,0,0,0,0
MENDOZA,Guaymallén,Otros,Sin Datos,0,0,75,48,8,5,0,0,14,0,0,0,0,0
MENDOZA,Guaymallén,Pedro Molina,50028030,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MENDOZA,Guaymallén,Puente de Hierro,50028050,105,3,0,0,11,0,0,436,0,597,0,3,0,0
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENDOZA,Guaymallén,San Francisco Del Monte,50028050,0,0,0,0,0,0,0,0,9,0,0,4,0,3
MENDOZA,Junín,Ingeniero Giagnoni,50035010,0,2,33,21,4,2,13,1323,6,1259,0,160,48,0
MENDOZA,Junín,Junín,50035020,95,0,53,34,20,4,51,79,10,408,0,562,181,0
MENDOZA,Junín,La Colonia,50035030,0,0,31,20,189,2,50,0,13,94,0,316,102,0
MENDOZA,Junín,Los Barriales,50035040,67,0,44,28,25,3,0,308,8,350,0,3,0,0
MENDOZA,Junín,Medrano,50035050,0,0,385,246,43,27,0,0,73,0,0,0,0,0
MENDOZA,Junín,Otros,Sin Datos,0,0,0,0,0,0,2,0,0,5,0,17,6,0
MENDOZA,Junín,Phillips,50035060,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MENDOZA,Junín,Rodríguez Peña,50035070,15,0,11,7,1,1,0,0,2,0,0,0,0,0
MENDOZA,La Paz,La Paz,50042020,1,0,0,0,0,0,0,156,1,168,1,0,0,0
MENDOZA,Las Heras,Blanco Encalada,50049010,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,El Challao,50049040,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MENDOZA,Las Heras,Las Heras,50049050,0,3,8,1,53,0,624,397,19,203,23,13260,1034,289
MENDOZA,Las Heras,Papagayos,50049040,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,Uspallata,50049110,0,0,0,0,0,0,0,203,3,95,0,566,0,0
MENDOZA,Lavalle,3 de Mayo,50056150,0,0,0,0,0,0,17,0,3,1,0,0,0,0
MENDOZA,Lavalle,Barrio Los Olivos,50056070,0,0,0,0,0,0,0,54,0,168,0,0,0,0
MENDOZA,Lavalle,Costa de Araujo,50056080,0,0,62,40,27,4,14,0,27,1,0,0,0,0
MENDOZA,Lavalle,El Vergel,50056100,0,0,0,0,0,0,17,0,5,0,0,0,0,0
MENDOZA,Lavalle,Ingeniero Gustavo André,50056110,0,0,0,0,0,0,18,0,8,0,0,0,0,0
MENDOZA,Lavalle,Jocolí,50056120,0,0,0,0,0,0,20,0,7,0,0,0,0,0
MENDOZA,Lavalle,Jocolí Viejo,50056130,0,0,0,0,0,0,15,0,10,0,0,0,0,0
MENDOZA,Lavalle,Villa Tulumaya,50056160,0,0,0,0,293,0,70,0,17,0,0,0,0,0
MENDOZA,Luján de Cuyo,Agrelo,50063010,628,0,0,0,0,0,0,0,1,0,0,0,0,0
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020,92,0,0,0,0,0,0,0,0,0,0,0,0,0
